coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
69526,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:e988a4e9-eacd-4aa5-9e73-3fbff0bb9664,"2021-11-02 14:19:26"
69526,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:88f77a37-eb59-4163-80be-bb51c5be9502,"2021-11-02 14:19:26"
69536,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:36fbb460-e359-4e58-a341-9744afe75acb,"2021-11-02 14:19:26"
69536,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:6b4a6816-318d-4602-b576-a2334ab24085,"2021-11-02 14:19:26"
69542,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:00ee220b-ba2d-45ba-bd7d-0b16fd8ad095,"2021-11-02 14:19:26"
69542,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:288ab4e3-6ce6-4c61-aafa-2ca4faa7c32a,"2021-11-02 14:19:26"
69554,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:1f3f5b7b-d944-4c4b-b503-0658ae53ec3a,"2021-11-02 14:19:26"
69554,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:1cd32061-1c90-40ca-ac5d-e9dedac6d69f,"2021-11-02 14:19:26"
69533,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a1e786b7-5fda-4adb-ad0b-56901eeed667,"2021-11-02 14:19:26"
69533,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:d55099d0-5376-4cc3-b0c9-192484c0f408,"2021-11-02 14:19:26"
69548,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:a76a09de-d5b5-496c-aa97-ed7a521e8ce1,"2021-11-02 14:19:26"
69548,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:06b05283-f85a-4893-a948-607cec87e5fd,"2021-11-02 14:19:26"
69531,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:124803d4-172a-4aa9-87b9-b1468688e66c,"2021-11-02 14:19:26"
69531,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:e81b45c4-56a0-4f70-9466-8e7da5fafdbc,"2021-11-02 14:19:26"
69541,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:c42b5a4a-9b0b-4117-9eb9-d50db8fa9ce7,"2021-11-02 14:19:26"
69541,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:8dbd0142-d130-465d-ad86-551c8a426227,"2021-11-02 14:19:26"
69553,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:c3f90872-6f2f-4016-bbd7-7274af28b15a,"2021-11-02 14:19:26"
69553,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:5e6eb316-73d5-441c-8d4c-7cbdbe7e1930,"2021-11-02 14:19:26"
69550,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b628b5ed-6472-4e88-b59e-9b660e71d96b,"2021-11-02 14:19:26"
69550,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:5036ec78-6255-4a5a-893c-bc68175cf527,"2021-11-02 14:19:26"
69529,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:7ece600b-ba87-4836-ab95-0b14f5360ec2,"2021-11-02 14:19:26"
69529,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:bd8e66d0-84bd-4925-8456-c78cb003fb6d,"2021-11-02 14:19:26"
69552,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:7cace525-52eb-4c67-9503-2e7b33ec023d,"2021-11-02 14:19:26"
69552,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:63ebb471-99da-4505-95ed-aa37c15b6be8,"2021-11-02 14:19:26"
69576,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:1808b9a8-aee6-4fa2-a31f-9aae8ff6c673,"2021-11-02 14:19:26"
69576,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:c4be1c5e-bb0e-4594-904c-4418216690e9,"2021-11-02 14:19:26"
69549,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:4ba60cfe-a531-4a5a-9d21-6dbda171c8b6,"2021-11-02 14:19:26"
69549,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:cf8257f4-c856-4d23-acd7-e1de43bac376,"2021-11-02 14:19:26"
69571,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:c9f62332-c496-4574-b459-88079973acc2,"2021-11-02 14:19:26"
69571,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:7ecf6079-8fe3-4f28-b0b9-a9296df277f3,"2021-11-02 14:19:26"
69538,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:50e0bd72-e8e6-42ee-a0f8-b1c252142efc,"2021-11-02 14:19:26"
69538,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:1f8297bb-d994-49d2-b7b3-8c94a1212ec3,"2021-11-02 14:19:26"
69532,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b8741b3c-b3bb-4d48-bec9-cf97d10096ef,"2021-11-02 14:19:26"
69532,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:16e3f361-a5dc-4a00-ab2b-4293982aeca9,"2021-11-02 14:19:26"
69498,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:5f651d59-bc6d-4dfb-957c-5dbfd8a947c5,"2021-11-02 14:19:26"
69530,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:b43245b2-0562-4e82-977b-e4d3c61ce11e,"2021-11-02 14:19:26"
69530,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:150347a9-900c-4cc5-81cd-2b38271f2ca9,"2021-11-02 14:19:26"
69556,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:3fc198f9-9cf8-4ea1-a934-ce5d822a09eb,"2021-11-02 14:19:26"
69556,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:4f385683-e0eb-4b8c-b310-8e921c846593,"2021-11-02 14:19:26"
69585,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:92655f9f-5135-4de0-894d-0a378488b20c,"2021-11-02 14:19:26"
69585,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:575d37e9-1556-466a-b2c4-01ee51f6a151,"2021-11-02 14:19:26"
69539,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:37c3f39c-c406-4a90-ab5e-c75331ce7020,"2021-11-02 14:19:26"
69539,unknown,unknown,,Hymenoptera,,0,,,,,,,,urn:uuid:b9699da5-b1b0-4a31-8332-40fdb6b0ff3b,"2021-11-02 14:19:26"
69756,"R. Thorp",1988,,Dialictus,,0,,,,,,,,urn:uuid:e9332f58-302a-4c01-93b5-bbd21e585758,"2021-11-02 14:19:26"
69842,"Jaime Pawelek",2018,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:05b5be3a-d28e-493f-af57-87eb8c4ed09c,"2021-11-02 14:19:26"
69842,"J. S. Ascher",2008,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:f85d2109-f81b-4185-adea-657a7fa08a2a,"2021-11-02 14:19:26"
69845,"Jaime Pawelek",2018,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:a94a4965-737e-4682-bc05-7e5b024c6672,"2021-11-02 14:19:26"
69845,"RW Thorp",unknown,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:65c9b415-13d2-4a1a-afcb-15bde02790cc,"2021-11-02 14:19:26"
69851,"Jaime Pawelek",2018,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:520e8fb8-c7d2-4ce4-8773-e3c554ccab1d,"2021-11-02 14:19:26"
69851,"J.S. Ascher",2008,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:6d1248f3-7d29-4d53-bbf3-6121096102b3,"2021-11-02 14:19:26"
69855,"Jaime Pawelek",2018,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:88fff8c6-cca4-4b9c-bb81-eb28beac1b5c,"2021-11-02 14:19:26"
69855,"RW Thorp",unknown,,"Bombus melanopygus",,0,"Nylander, 1848",,,,,,,urn:uuid:0d8d8ff1-b6d6-4b90-bbc3-43589db86426,"2021-11-02 14:19:26"
69267,"Jaime Pawelek",2018,,"Bombus vosnesenskii",,0,"Radoszkowski, 1862",,,,,,,urn:uuid:388d0010-ee89-46c6-83f8-1cedf5d1bd90,"2021-11-02 14:19:26"
69267,"Elaine Tan",unknown,,"Bombus vosnesenskii",,0,"Radoszkowski, 1862",,,,,,,urn:uuid:73ccb2d6-6772-4105-890f-58876576cd9a,"2021-11-02 14:19:26"
69264,"Jaime Pawelek",2018,,"Bombus vosnesenskii",,0,"Radoszkowski, 1862",,,,,,,urn:uuid:15635b4f-c12d-4acf-822f-0b525b6b336d,"2021-11-02 14:19:26"
69264,"E. Tan",2018,,"Bombus vosnesenskii",,0,"Radoszkowski, 1862",,,,,,,urn:uuid:221a0e5e-c3ce-4dee-8c50-e1066414a99b,"2021-11-02 14:19:26"
70051,"Jaime Pawelek",2018,,"Anthophora urbana",,0,"Cresson, 1878",,,,,,,urn:uuid:c5c259a3-a042-4ffb-bdcc-7d70cf025c79,"2021-11-02 14:19:26"
70051,"J.S. Ascher",2008,,"Anthophora californica",,0,"Cresson, 1869",,,,,,,urn:uuid:d31020bc-8e0a-410a-af6b-e8c96d454fee,"2021-11-02 14:19:26"
70084,"Jaime Pawelek",2018,,"Ceratina acantha",,0,"Provancher, 1895",,,,,,,urn:uuid:699720a8-da35-403c-9cad-1186f8ebc779,"2021-11-02 14:19:26"
70084,"J.S. Ascher",2008,,Ceratina,,0,"Latreille, 1802",,,,,,,urn:uuid:7b8a686a-3c43-4f0a-bc33-188b37aa0c70,"2021-11-02 14:19:26"
70280,"J. Pawelek",2019,,Lasioglossum,,0,J-A,,,,,,,urn:uuid:0b1fea5c-c208-4d1c-8b1f-5f8079204e41,"2021-11-02 14:19:26"
70280,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:d6ec3ef8-caf2-4636-869a-1916e5dcc61b,"2021-11-02 14:19:26"
70648,"Charlie Thrift",2019,,Agapostemon,,0,,,,,,,,urn:uuid:40d6fe6b-10a3-4436-a762-ab26efa8c6db,"2021-11-02 14:19:26"
69626,"J. Pawelek",2019,,"Agapostemon texanus",,0,"Cresson, 1872",,,,,,,urn:uuid:e66594b4-1150-456b-9ba8-fb6ba6c516c9,"2021-11-02 14:19:26"
69626,"Taylor Curtis",2019,,Agapostemon,,0,"Guérin-Méneville, 1844",,,,,,,urn:uuid:0f9d7955-ceaf-4143-8ab2-1508999082c7,"2021-11-02 14:19:26"
70226,"J. Pawelek",2019,,Lasioglossum,,0,SB-2,,,,,,,urn:uuid:8129d26d-f06c-4d4d-a764-c6c7862dddd9,"2021-11-02 14:19:26"
70226,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:afc7d544-621f-4041-a924-36d7ee1f351b,"2021-11-02 14:19:26"
70220,"J. Pawelek",2019,,Lasioglossum,,0,SB-2,,,,,,,urn:uuid:5e7b2e0b-9ab6-4885-a79c-2a33d4a3c74d,"2021-11-02 14:19:26"
70220,"Charlie Thrift",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:1022c46d-a202-4d7d-b0a9-b4ee8c79220f,"2021-11-02 14:19:26"
70255,"J. Pawelek",2019,,Lasioglossum,,0,(Dialictus)I-A,,,,,,,urn:uuid:93bc6a92-0912-4ec0-b0ac-4477a3d1b835,"2021-11-02 14:19:26"
70255,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:821b929b-547b-4219-ba1f-7ae119841c82,"2021-11-02 14:19:26"
69627,"J. Pawelek",2019,,"Agapostemon texanus",,0,"Cresson, 1872",,,,,,,urn:uuid:c7859c40-f2d5-4fba-becf-4e67b2f93325,"2021-11-02 14:19:26"
69627,"Charlie Thrift",2019,,Agapostemon,,0,"Guérin-Méneville, 1844",,,,,,,urn:uuid:c791554a-730e-4745-bd1f-55f55e8a3f49,"2021-11-02 14:19:26"
70268,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)J,,,,,,,urn:uuid:1c4d792b-37c2-49a2-8570-52422b02e93b,"2021-11-02 14:19:26"
70268,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:1510dbdb-68c5-48e8-a3ce-d088dbea974a,"2021-11-02 14:19:26"
70183,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)I,,,,,,,urn:uuid:126e9856-39a2-4cce-a847-a74d45e23070,"2021-11-02 14:19:26"
70183,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:0afb1e71-69be-4cb3-83b6-b07e88f54779,"2021-11-02 14:19:26"
69629,"J. Pawalek",2019,,"Halictus ligatus",,0,"Say, 1837",,,,,,,urn:uuid:3ef3f236-5e50-4da9-92fe-2f04b39b1028,"2021-11-02 14:19:26"
69629,"Charlie Thrift",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:b982b768-bdc3-48e1-a534-215829fe4544,"2021-11-02 14:19:26"
70283,"J. Pawalek",2019,,"Lasioglossum tegulare",,0,"species group",,,,,,,urn:uuid:2bb5cfe7-7fc3-4db3-b811-1678ac5aefcb,"2021-11-02 14:19:26"
70283,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:345725b2-3ee9-4ede-b40a-c4dcd31eee5a,"2021-11-02 14:19:26"
70773,"Taylor Curtis",2019,,Colletes,,0,"Latreille, 1802",,,,,,,urn:uuid:620696e7-cb05-4e2d-84d7-9ee9315cf5cc,"2021-11-02 14:19:26"
70778,"Taylor Curtis",2019,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:d18ce551-4387-4939-9288-9ad5356ca4ea,"2021-11-02 14:19:26"
70801,"Taylor Curtis",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:edc71f7b-0bf4-46c6-a609-d49f96c8ffe0,"2021-11-02 14:19:26"
70806,"Charlie Thrift",2018,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:836c9442-be6e-4e9d-8751-30fa6de22c25,"2021-11-02 14:19:26"
70807,"Charlie Thrift",2018,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:60c3b52c-2f8f-4bb9-b009-41ac4e7ed3a8,"2021-11-02 14:19:26"
70195,"J. Pawelek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:06549066-22c6-4f74-82a0-a614ce000758,"2021-11-02 14:19:26"
70195,"Taylor Curtis",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:8c5a9ee7-29cf-476e-a087-b0bddb401437,"2021-11-02 14:19:26"
70197,"J. Pawelek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:54799299-d1a8-4d36-8208-ab8737aa63c9,"2021-11-02 14:19:26"
70197,"Charlie Thrift",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:62bdaf82-93a4-469a-b55f-30aa924cda00,"2021-11-02 14:19:26"
70370,"J. Pawelek",2019,,"Osmia clarescens",,0,"Cockerell, 1911",,,,,,,urn:uuid:0580c7eb-a6c2-4398-b660-088e49587fe1,"2021-11-02 14:19:26"
70370,"Charlie Thrift",2019,,Osmia,,0,"Panzer, 1806",,,,,,,urn:uuid:96ffbaed-1300-471a-b2fe-45836388b362,"2021-11-02 14:19:26"
70855,"K. Seltmann",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:d15e7626-731f-4252-9d24-c1912310dd77,"2021-11-02 14:19:26"
70362,"J. Pawalek",2019,,Nomada,,0,"Scopoli, 1770",,,,,,,urn:uuid:467e13cf-f976-4e5b-a9dc-4eaa8ad556d3,"2021-11-02 14:19:26"
70362,"Taylor Curtis",2019,,Sphecodes,,0,"Latreille, 1804",,,,,,,urn:uuid:983dc684-d0f5-41df-b40c-ceee69b65f1b,"2021-11-02 14:19:26"
70919,"Charlie Thrift",2019,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:7ce96e79-099b-4c7a-936b-c71bc7918517,"2021-11-02 14:19:26"
70929,"K. Seltmann",2019,,Melissodes,,0,"Latreille, 1829",,,,,,,urn:uuid:ebf79668-b3fb-42c6-b89c-8e481139b431,"2021-11-02 14:19:26"
70203,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:07fb7301-d11a-4eb0-b276-9fb3b9e04a24,"2021-11-02 14:19:26"
70203,"Charlie Thrift",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:98a4ebb2-37c4-474c-825e-ccccc696670a,"2021-11-02 14:19:26"
70206,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:43f45ef7-7c17-4cd7-9870-b7b6f368c4c1,"2021-11-02 14:19:26"
70206,"Charlie Thrift",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:0df3b1e0-366d-4452-83c3-c028934b0e2c,"2021-11-02 14:19:26"
70196,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:69458845-c473-42c2-90e4-fd8a1c13f186,"2021-11-02 14:19:26"
70196,"Taylor Curtis",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:4c7c1107-c11a-4bf9-ac72-bc529e2075a0,"2021-11-02 14:19:26"
70207,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:b7ddf90a-8ad2-44a2-9079-1b91968ce966,"2021-11-02 14:19:26"
70207,"Charlie Thrift",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:1735c17d-f345-45fe-8f49-e8f9360d1da5,"2021-11-02 14:19:26"
70209,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:508afd3d-83e4-468c-9b5a-373c7315c038,"2021-11-02 14:19:26"
70209,"Taylor Curtis",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:4272255b-83da-4d7d-9d1e-2e6ef17f8eaa,"2021-11-02 14:19:26"
70199,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:7348f6c8-1a1d-4f16-8f34-4422afc90e52,"2021-11-02 14:19:26"
70199,"Charlie Thrift",2019,,"Lasioglossum (Lasioglossum)",,0,"(McGinley, 1986)",,,,,,,urn:uuid:d603cbb3-5b80-49f9-a778-24613da1ae47,"2021-11-02 14:19:26"
70246,"J. Pawalek",2019,,Lasioglossum,,0,(Evylaeus)E,,,,,,,urn:uuid:8ff19108-0e4e-43f0-a78f-e67adcb06c2e,"2021-11-02 14:19:26"
70246,"Charlie Thrift",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:21fd3eae-d9ce-47e1-8e08-b877eed12f1b,"2021-11-02 14:19:26"
70240,"J. Pawalek",2019,,"Lasioglossum incompletum",,0,"(Crawford, 1907)",,,,,,,urn:uuid:679fb47d-afb1-4b72-af77-1745ba420b78,"2021-11-02 14:19:26"
70240,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:d61500c9-521e-4baf-befe-62e807393c4a,"2021-11-02 14:19:26"
69636,"J. Pawalek",2019,,"Agapostemon texanus",,0,"Cresson, 1872",,,,,,,urn:uuid:539ed578-22a5-461e-8ec5-b90e04c2f0a1,"2021-11-02 14:19:26"
69636,"Charlie Thrift",2019,,Agapostemon,,0,"Guérin-Méneville, 1844",,,,,,,urn:uuid:6b94020c-9264-48f8-8052-501d578bafdf,"2021-11-02 14:19:26"
70299,"J. Pawalek",2019,,Lasioglossum,,0,(Dialictus)L,,,,,,,urn:uuid:8eaf0009-8ca8-4c10-b41a-4521e5ce09b6,"2021-11-02 14:19:26"
70299,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:cc26dd4f-0de7-41ef-8cc0-cf1db77f1b66,"2021-11-02 14:19:26"
71074,"K. Seltmann",2019,,Ceratina,,0,"Latreille, 1802",,,,,,,urn:uuid:54d3d5b9-8665-4c30-b920-813d915e54b1,"2021-11-02 14:19:26"
71076,"K. Seltmann",2019,,Ceratina,,0,"Latreille, 1802",,,,,,,urn:uuid:ba634415-a2bb-4c56-a4bd-9db2fb32be5d,"2021-11-02 14:19:26"
71090,"K. Seltmann",2019,,Ceratina,,0,"Latreille, 1802",,,,,,,urn:uuid:b4467f05-8d39-4ad7-a61c-6873fc78c155,"2021-11-02 14:19:26"
70304,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:64bba1ba-a307-4b52-9146-2ce302c4c76b,"2021-11-02 14:19:26"
70304,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:63ea19e9-4771-45d0-afaa-2098e1b6f1e8,"2021-11-02 14:19:26"
70221,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:6658c2b3-be0a-4930-9b46-aedc188f8991,"2021-11-02 14:19:26"
70221,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:62925db9-83d9-46ba-9e03-30cfca84a41c,"2021-11-02 14:19:26"
70300,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:fb648fa0-7c31-403a-aec8-d57cbd9249fa,"2021-11-02 14:19:26"
70300,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:08741538-3215-443c-91fb-ca5280c1bbcd,"2021-11-02 14:19:26"
70219,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:0e38d5be-2f21-444c-affd-19ed6893015a,"2021-11-02 14:19:26"
70219,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:3acebb2c-b831-477f-a098-c8a77d46c952,"2021-11-02 14:19:26"
70303,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:fb000428-75eb-409c-9573-8ccd5d538a3e,"2021-11-02 14:19:26"
70303,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:afab2e1b-6238-45a1-825b-1a474f695e99,"2021-11-02 14:19:26"
70302,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:1a8c6eef-3e96-4b76-a077-ef782cb2b6dc,"2021-11-02 14:19:26"
70302,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:9436fe44-d6bc-4398-939a-c562b3b28ea9,"2021-11-02 14:19:26"
70211,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:9be4b829-552a-4188-9fff-cff55d20703f,"2021-11-02 14:19:26"
70211,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:71f4525a-911c-4dbf-b66b-078e4a871162,"2021-11-02 14:19:26"
70228,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:deae2642-87ab-492d-8c17-c55370d3f9af,"2021-11-02 14:19:26"
70228,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:6353a708-4771-4cb0-bc24-0a3f7d4d71a3,"2021-11-02 14:19:26"
70189,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:b16296d1-0ee4-4b0b-ad88-9a88ddcac8f3,"2021-11-02 14:19:26"
70189,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:82079545-25c3-4e38-b21b-5e21c2cc729d,"2021-11-02 14:19:26"
70200,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:32a31034-65b6-4455-a0ba-afca951de0c7,"2021-11-02 14:19:26"
70200,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:5b18bb46-be0b-44e5-b55a-a6ab599dede1,"2021-11-02 14:19:26"
70198,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:7ef082d5-996c-40a4-b0b2-24a667c76345,"2021-11-02 14:19:26"
70198,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:89e8d6b6-a4c7-4c97-a754-218bd89d4840,"2021-11-02 14:19:26"
70314,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:b125951d-2e75-4575-b51f-dd691257fa6c,"2021-11-02 14:19:26"
70314,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:dd6bc55a-a3af-4bbc-a6c0-ef0d5769e23b,"2021-11-02 14:19:26"
70338,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:d55ca404-96a8-436c-accb-180eecb53ecf,"2021-11-02 14:19:26"
70338,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:d89178ad-4b98-4f46-81ce-bc644cb62e25,"2021-11-02 14:19:26"
70339,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:3716f065-b281-4332-8744-1dc1b7cdb89e,"2021-11-02 14:19:26"
70339,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:98110b15-a9b4-4692-b193-dcc8ac74b6d1,"2021-11-02 14:19:26"
70341,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:f22f1e17-7d40-458e-b131-236f178b7de9,"2021-11-02 14:19:26"
70341,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:8540e470-6762-4acf-b8ca-45f1159752df,"2021-11-02 14:19:26"
70305,"J. Pawelek",2019,,"Lasioglossum b",,0,"(Dialictus) B",,,,,,,urn:uuid:35aa4ed0-d514-4f9e-9bc2-8ef7a9558293,"2021-11-02 14:19:26"
70305,"Katja Seltmann",2019,,Lasioglossum,,0,(Dialictus),,,,,,,urn:uuid:89d6c446-e9fe-44d7-88c6-0c61cc21e7c2,"2021-11-02 14:19:26"
